customer_id,device_id,login_time,logout_time,login_status,login_method,ip_address,location,failed_attempts,session_id,login_city,login_state,login_country,logout_reason,is_suspicious
470,848.0,2025-11-24 03:34:20,2025-11-24 14:16:20,Success,Password,205.19.152.196,Chandrapur,1,SES_35888743E2F94F67892B37CCC7E011E5,Motihari,Haryana,India,Forced Logout,0
275,633.0,2026-07-28 16:40:24,2026-07-28 20:18:24,Success,Fingerprint,27.200.4.53,Chandrapur,1,SES_2BD1A00DCD8B44E5BDB1DF8841425B18,Jorhat,Assam,India,User Logout,0
313,25.0,2025-01-18 16:25:27,,Failed,OTP,63.99.12.54,Aurangabad,1,,Tadipatri,Karnataka,India,,0
585,507.0,2026-02-18 20:01:34,2026-02-19 07:15:34,Success,Fingerprint,111.126.146.118,Jaipur,0,SES_D0837DBFDB1447B5822889AD5A448366,Chandrapur,Haryana,India,User Logout,0
460,1654.0,2025-02-14 23:00:40,2025-02-15 04:45:40,Success,Face ID,63.172.96.254,Pune,0,SES_DF8372AAE46B4E7C972A139EADBF7924,Latur,Telangana,India,Session Timeout,1
462,1679.0,2025-02-05 01:11:37,2025-02-05 07:42:37,Success,OTP,160.156.220.80,Bellary,0,SES_0583DF1F35F743E4A654580D04103D62,Thrissur,Punjab,India,Session Timeout,0
805,199.0,2025-06-09 13:48:14,2025-06-09 20:30:14,Success,Fingerprint,70.255.33.219,Karnal,0,SES_39352C9EA8D84D3EA0845B6603CA8076,Ajmer,Haryana,India,User Logout,0
231,,2025-02-05 11:25:23,2025-02-05 15:04:23,Success,Password,68.232.92.184,Hosur,0,SES_42C80FDF52094743AE313AF451390125,Ambarnath,Odisha,India,Forced Logout,0
261,780.0,2025-10-14 07:25:25,2025-10-14 16:35:25,Success,Password,206.8.7.134,Pimpri-Chinchwad,0,SES_E350E82BBBA74112A7164866FA3C0074,Sultan Pur Majra,Telangana,India,User Logout,0
368,1310.0,2025-10-03 22:10:51,2025-10-04 02:58:51,Success,Password,118.182.133.163,Delhi,0,SES_01836A8B21A54EEC928B440FE19A7278,Kozhikode,Uttar Pradesh,India,Session Timeout,0
111,1235.0,2026-02-12 18:51:33,2026-02-12 19:53:33,Success,OTP,95.156.35.117,Salem,0,SES_9F19DA280D014340BCBC0ADD6A47ABE3,Gandhidham,Bihar,India,Session Timeout,0
851,712.0,2026-03-10 21:13:47,2026-03-11 02:45:47,Success,OTP,96.163.124.225,Dewas,0,SES_52B1A7A415604A06BF94D65565862B92,Davanagere,West Bengal,India,Session Timeout,0
164,851.0,2025-08-27 17:01:24,2025-08-28 02:19:24,Success,Password,141.81.239.72,Bhatpara,0,SES_3B774EA360AB44C78B29738C43078A81,Kollam,West Bengal,India,User Logout,0
263,731.0,2025-08-04 06:09:52,2025-08-04 10:43:52,Success,Password,117.212.104.232,Kharagpur,0,SES_9E355D6D56004DD19F63428D6FA0E52D,Kochi,Haryana,India,Session Timeout,0
415,189.0,2025-11-10 14:28:08,2025-11-10 19:39:08,Success,Fingerprint,183.203.97.241,Kumbakonam,0,SES_C9045B056B0D4BF2B40B063BCFCA2B3A,Bangalore,Odisha,India,User Logout,0
64,1305.0,2026-01-05 02:20:51,,Failed,OTP,205.51.154.233,Bettiah,4,,Jamnagar,Chhattisgarh,India,,0
253,941.0,2026-07-31 06:52:21,2026-07-31 17:19:21,Success,Fingerprint,59.116.140.15,Pune,0,SES_45D2AFE77A864B86B44C19E32BA62E49,Solapur,Goa,India,Session Timeout,0
488,1619.0,2025-11-28 17:24:34,2025-11-28 23:33:34,Success,Password,209.218.228.82,Alappuzha,0,SES_865CE354ABE74BA491E6DD4E114883F8,Karawal Nagar,Tripura,India,User Logout,0
165,621.0,2025-09-04 01:57:24,2025-09-04 03:00:24,Success,Password,83.236.78.229,Jamalpur,1,SES_E5E016087C144F47A1F0AD7150B24029,Visakhapatnam,Meghalaya,India,User Logout,0
21,772.0,2025-06-30 09:17:17,2025-06-30 10:18:17,Success,Password,124.31.171.100,Rajkot,0,SES_D75D8BD996764C66ACEBDFEC6EBC79A6,Raipur,Karnataka,India,User Logout,0
83,55.0,2025-04-28 16:29:09,2025-04-28 23:16:09,Success,OTP,40.139.226.27,Howrah,0,SES_EED07AC049FA4B5ABD7CF8F61CFDB1F9,Pallavaram,Telangana,India,User Logout,0
563,1494.0,2026-04-27 15:09:13,2026-04-28 01:00:13,Success,OTP,66.177.64.8,Ballia,0,SES_448542F81260429185E6CAC795D0DF2A,Sasaram,Uttar Pradesh,India,User Logout,0
45,1965.0,2026-07-14 01:06:01,2026-07-14 02:14:01,Success,Password,167.85.116.41,Kakinada,1,SES_E198F74F8E0043F6BEFED3C678171A3F,Tenali,Chhattisgarh,India,User Logout,0
123,1152.0,2026-02-04 01:08:39,2026-02-04 07:01:39,Success,OTP,142.144.12.29,Kadapa,0,SES_D3510B93EAD3464280C8C5501E74F9C5,Varanasi,Telangana,India,Session Timeout,0
817,1644.0,2025-01-15 03:15:36,2025-01-15 10:12:36,Success,Password,73.234.124.231,Bhalswa Jahangir Pur,0,SES_C64178301FF14191A41BCE3C4A98C910,Thoothukudi,West Bengal,India,User Logout,0
626,1317.0,2025-09-05 21:49:50,,Failed,Face ID,154.126.30.177,Parbhani,3,,Korba,Kerala,India,,1
776,441.0,2025-11-11 22:25:12,2025-11-12 01:28:12,Success,Password,132.168.172.203,Amaravati,0,SES_B6C65411B0944FA58159110CD9EB470F,Bharatpur,Nagaland,India,Session Timeout,0
963,1053.0,2025-06-19 04:04:16,2025-06-19 08:39:16,Success,Password,206.211.169.87,Suryapet,0,SES_DF9891D0FD824E5D82E32711F2148045,Karaikudi,Tamil Nadu,India,Session Timeout,0
595,161.0,2025-03-22 23:38:07,2025-03-23 08:36:07,Success,OTP,39.58.158.121,Sonipat,1,SES_FC4BEE85109F42638DF6D988CBDEC18C,Bijapur,West Bengal,India,User Logout,0
638,1205.0,2026-01-20 07:22:25,2026-01-20 13:40:25,Success,OTP,7.123.44.16,Tumkur,0,SES_F21BA519286E4FB4B2C1191118E8C779,Raurkela Industrial Township,Mizoram,India,User Logout,0
835,794.0,2025-06-07 17:26:34,2025-06-07 21:48:34,Success,OTP,169.169.148.177,Bikaner,0,SES_0563BEA3EBAC4E328C1FC0C44B7919E7,Hazaribagh,Goa,India,Session Timeout,0
703,482.0,2025-01-04 02:56:30,2025-01-04 06:09:30,Success,Password,162.129.182.210,Bhilai,0,SES_16BFCC6EFEB94B8DBFAAC1C32F20F7C4,Tadipatri,Rajasthan,India,Session Timeout,0
905,1421.0,2026-08-05 19:59:07,2026-08-06 01:25:07,Success,Fingerprint,211.231.10.74,Thanjavur,0,SES_830F2F0CCA2E41F593A0CC2B4FFD9740,Ozhukarai,Mizoram,India,Session Timeout,0
306,1227.0,2025-07-21 06:15:48,2025-07-21 14:26:48,Success,Fingerprint,110.12.5.74,Ambarnath,0,SES_BA9A70623C84403AAA553C1472BF02B5,Kulti,Jharkhand,India,User Logout,0
501,822.0,2025-01-08 16:44:28,2025-01-08 17:14:28,Success,Fingerprint,129.253.202.145,Proddatur,0,SES_56F006238FBE429CA7DA386DF4A78E44,Bhiwandi,Andhra Pradesh,India,User Logout,0
680,964.0,2025-01-06 02:16:10,2025-01-06 02:46:10,Success,OTP,162.7.181.101,Ulhasnagar,0,SES_3FD9AFB7C09344469F1CB933F4BB9582,Kolhapur,Arunachal Pradesh,India,Session Timeout,0
700,1582.0,2025-04-03 12:13:23,2025-04-03 16:19:23,Success,OTP,8.127.138.221,Muzaffarnagar,0,SES_330357312414420388B382749629306A,Saharanpur,West Bengal,India,User Logout,0
172,1092.0,2025-04-05 22:30:22,2025-04-06 00:01:22,Success,Face ID,217.235.138.1,Munger,0,SES_61E59949DBE74F90AAD29EE974A3AB70,Munger,Arunachal Pradesh,India,User Logout,0
793,1092.0,2025-08-14 07:31:47,2025-08-14 19:12:47,Success,Password,30.220.96.254,Tenali,0,SES_E6F4876AEDFA4DF8A64D7E1215C07219,Jamnagar,Tripura,India,User Logout,0
864,8.0,2025-09-23 20:28:59,2025-09-24 00:29:59,Success,OTP,97.36.40.55,Bareilly,0,SES_373CCB9CA1CE48BABC5D73CBE9E42B14,Dharmavaram,Uttarakhand,India,Session Timeout,0
628,949.0,2025-11-09 04:39:28,2025-11-09 09:10:28,Success,Fingerprint,194.233.220.93,Visakhapatnam,0,SES_83441565F8814E6A9E256330DA4FD263,Suryapet,Karnataka,India,Forced Logout,0
826,1095.0,2025-12-10 22:24:05,2025-12-11 10:19:05,Success,Face ID,14.102.169.4,Bhalswa Jahangir Pur,1,SES_19365D402DBA4F37A4E07DF39C39F2B0,Tirunelveli,Tamil Nadu,India,Session Timeout,0
562,1547.0,2026-05-17 08:38:13,2026-05-17 11:00:13,Success,Password,79.43.60.6,Panihati,0,SES_8E927A67208A45B5B768528BDFF03608,New Delhi,Rajasthan,India,Session Timeout,0
40,364.0,2025-03-07 22:30:32,2025-03-08 06:34:32,Success,Password,125.36.4.148,Mehsana,0,SES_057277BE71B24EA6BDF6D699EA31BD41,Shahjahanpur,Mizoram,India,User Logout,0
147,1884.0,2025-03-20 03:47:00,2025-03-20 10:10:00,Success,OTP,40.113.10.208,Kochi,0,SES_0889C85248924D6E9C60E83E98747246,Mehsana,Assam,India,User Logout,0
519,775.0,2025-05-28 22:43:31,2025-05-29 02:04:31,Success,OTP,157.98.127.119,Ahmedabad,0,SES_D3F964A756544F4BB61AFA71056EC4B6,Ujjain,Goa,India,User Logout,0
745,228.0,2025-02-04 15:50:23,2025-02-04 18:21:23,Success,OTP,111.249.244.120,Bhiwani,0,SES_C31886F3B3654F99962CA4283A9580CE,Pali,Goa,India,User Logout,0
97,1142.0,2026-01-14 11:37:43,2026-01-14 18:29:43,Success,Fingerprint,76.125.211.179,Anantapuram,0,SES_CF2EB9D132BC4E79B2445134BB2D671F,Hazaribagh,Assam,India,Session Timeout,0
963,511.0,2025-06-27 06:38:17,2025-06-27 08:25:17,Success,Face ID,88.12.65.189,Vadodara,0,SES_04D1A9FF68FC4381A0334DCB5FEFCB3B,Coimbatore,Goa,India,User Logout,0
564,76.0,2026-05-30 01:58:04,2026-05-30 10:57:04,Success,Fingerprint,176.48.109.159,Bhatpara,0,SES_F401E70F129F4B8C9F2510D797CC5ABA,Thanjavur,Uttar Pradesh,India,User Logout,0
311,342.0,2025-08-02 23:12:02,2025-08-03 03:34:02,Success,Face ID,17.208.130.162,Silchar,0,SES_EF31C6BF310048CCBF6F343431B3F985,Firozabad,Manipur,India,Session Timeout,0
221,1189.0,2025-09-09 04:28:43,,Failed,Fingerprint,204.191.172.108,Sagar,3,,Bidar,Goa,India,,1
52,558.0,2025-06-28 03:33:52,2025-06-28 15:09:52,Success,OTP,17.238.10.90,Ambarnath,0,SES_F106CF8B6FA24CABAF710C452B558AA5,Jamalpur,Odisha,India,User Logout,0
237,357.0,2025-07-26 23:23:31,2025-07-27 04:17:31,Success,OTP,151.89.28.138,Amroha,0,SES_4888953DEFA446ABB0579E4A2136DC44,Howrah,Assam,India,User Logout,0
444,1811.0,2025-05-10 19:51:19,2025-05-11 02:32:19,Success,OTP,174.81.111.220,Coimbatore,0,SES_3E0A6890D50844049DA73E7276957C09,Thiruvananthapuram,Himachal Pradesh,India,Session Timeout,0
902,1601.0,2025-08-22 11:00:05,2025-08-22 14:23:05,Success,OTP,202.171.82.147,Rajkot,0,SES_65D653D082C74702ABB977C65F186C35,Pune,Andhra Pradesh,India,Session Timeout,0
67,1266.0,2026-03-22 02:09:08,2026-03-22 05:23:08,Success,Password,162.174.174.32,Vellore,0,SES_0579FB7E477843A09D92D9F6F39EE37D,Nanded,Haryana,India,Session Timeout,0
216,371.0,2025-10-26 01:21:24,2025-10-26 06:52:24,Success,Fingerprint,156.116.242.189,Bidhannagar,0,SES_24BF5282E3754810AB9746EDCCD7B977,Tadipatri,Tripura,India,User Logout,0
990,1761.0,2025-07-06 12:12:44,2025-07-06 18:41:44,Success,Password,185.99.38.142,Ichalkaranji,0,SES_618450DEFF224657AA33D05BE48A79E8,Erode,Haryana,India,User Logout,0
876,1305.0,2025-05-06 06:31:25,2025-05-06 17:13:25,Success,Face ID,87.165.59.172,Bhimavaram,0,SES_89149D37EC244F5EAB0728710A70A942,Loni,Manipur,India,Session Timeout,0
371,564.0,2025-05-11 03:39:53,2025-05-11 06:54:53,Success,OTP,187.94.198.132,Karimnagar,1,SES_DAFFBF7E24784E41A3DFFD69006F632F,Howrah,Mizoram,India,User Logout,0
32,738.0,2025-12-04 06:57:59,2025-12-04 08:12:59,Success,OTP,119.154.248.251,Ranchi,0,SES_ADE59A4BFBD94444A0CEF2E24354F23B,Khora ,Andhra Pradesh,India,Forced Logout,0
18,263.0,2025-12-25 00:17:49,,Failed,Password,201.199.177.62,Bangalore,2,,Guntur,Rajasthan,India,,0
661,165.0,2026-02-10 22:16:02,2026-02-11 01:31:02,Success,OTP,52.31.148.246,Anantapur,0,SES_AAF4BB7B53EA442595A7075DC81D49D5,Ujjain,Uttar Pradesh,India,Forced Logout,0
929,765.0,2025-08-28 11:23:48,2025-08-28 21:38:48,Success,Fingerprint,5.57.209.71,Jalgaon,0,SES_59B576186399462DB35C9C68A99C73F7,Kollam,Chhattisgarh,India,Session Timeout,0
348,62.0,2025-02-05 17:03:40,2025-02-06 01:43:40,Success,OTP,131.224.63.13,Ramagundam,0,SES_0067B62182164296A4C4CA7448F38477,Saharsa,Nagaland,India,Session Timeout,0
797,1864.0,2025-03-19 17:22:41,2025-03-19 23:11:41,Success,Password,24.235.175.118,Fatehpur,0,SES_F99E49CD07854200A5EBD1323E2C81B3,Pune,West Bengal,India,User Logout,0
508,10.0,2025-05-12 07:26:29,2025-05-12 08:39:29,Success,Password,57.184.12.193,Mysore,0,SES_343201A5910F4EAA928938CB17652F3B,Agra,West Bengal,India,Session Timeout,0
109,1877.0,2025-02-16 00:27:36,2025-02-16 04:10:36,Success,Fingerprint,173.178.154.110,Danapur,0,SES_58A542E041704278A7AD75A9E3BF3764,Warangal,Manipur,India,User Logout,0
621,1509.0,2025-04-09 13:09:38,2025-04-09 21:34:38,Success,Fingerprint,213.84.200.219,Berhampore,0,SES_2985FD664CB94DBFA17F8636E3B636C1,Haldia,Meghalaya,India,Session Timeout,0
510,955.0,2025-04-18 20:16:07,,Blocked,Face ID,169.141.72.170,Tirupati,3,,Ratlam,Meghalaya,India,,1
497,1366.0,2026-03-15 18:08:12,2026-03-16 03:07:12,Success,Password,118.189.236.18,Erode,0,SES_9BE86763E54745208B007548D8D526A7,Karnal,Rajasthan,India,Forced Logout,0
318,525.0,2025-04-04 10:00:02,2025-04-04 18:49:02,Success,Password,101.113.37.123,Anand,0,SES_D729740FFE184B348005CCBB2B887F67,Cuttack,Maharashtra,India,User Logout,0
655,1993.0,2026-01-13 03:05:58,2026-01-13 13:45:58,Success,OTP,85.167.200.120,Vadodara,0,SES_68F50C733B0D4979815FFBEE15C4539F,Nizamabad,Jharkhand,India,User Logout,0
794,1706.0,2025-12-12 16:24:47,2025-12-13 02:29:47,Success,Fingerprint,133.35.120.150,Thoothukudi,0,SES_1A8C07E7E3654B93AC1A683CBA8A2263,Sirsa,Maharashtra,India,User Logout,0
142,750.0,2025-06-24 16:25:41,2025-06-25 03:28:41,Success,Fingerprint,177.138.55.229,Bhopal,0,SES_061AC0EB041146218B1F6B808D252C3F,Jorhat,Sikkim,India,User Logout,0
867,847.0,2026-04-03 12:42:46,2026-04-03 21:56:46,Success,Password,124.172.210.122,Berhampore,0,SES_04C305B9555B4A4BB350E3BD4507BA78,Sambhal,Haryana,India,User Logout,0
11,182.0,2025-12-21 16:49:27,2025-12-21 22:20:27,Success,OTP,123.42.171.36,Dhule,0,SES_497232442A10490EA4793CF8B1F154D0,Muzaffarpur,Karnataka,India,Session Timeout,0
200,1775.0,2025-07-11 17:55:50,,Blocked,OTP,163.101.6.15,Tenali,6,SES_5EBF9B4DEE0F42A78C1A9248CE9A97EB,Khora ,Uttarakhand,India,,1
75,1221.0,2026-05-05 18:34:40,,Failed,Password,71.229.161.27,Bilaspur,3,SES_5704B3BB8ABA4D47A2E1A9094123E122,Ludhiana,Nagaland,India,,1
495,410.0,2025-05-26 00:45:18,,Blocked,Password,138.69.95.110,Kottayam,6,,Agartala,Sikkim,India,,1
954,1885.0,2025-04-02 22:29:00,2025-04-03 02:00:00,Success,Face ID,44.95.45.234,Gandhidham,0,SES_77CBAC4B29A44229AC3A8CC2CD7A1617,Gwalior,West Bengal,India,User Logout,0
340,411.0,2026-01-14 12:55:01,2026-01-14 16:20:01,Success,Face ID,184.99.148.4,Ghaziabad,0,SES_AD2F3E4E0696442DB5389EE8B38B8359,Cuttack,Uttar Pradesh,India,Session Timeout,0
62,1395.0,2025-09-07 12:26:32,2025-09-07 15:13:32,Success,Password,143.175.206.125,Tinsukia,0,SES_E2CB506EE2B64B32B00D025E81ADFAF1,Nagpur,Manipur,India,Session Timeout,0
304,902.0,2025-06-01 16:08:22,2025-06-01 17:06:22,Success,Fingerprint,22.103.143.113,Erode,0,SES_9C506640A2D74443837BE6B097410734,Hospet,Chhattisgarh,India,User Logout,0
517,1029.0,2026-07-23 21:58:04,2026-07-24 07:00:04,Success,Password,130.65.198.155,Karaikudi,0,SES_0D6F045096F2497FB8C6E7691554E1EE,Sri Ganganagar,Arunachal Pradesh,India,User Logout,0
656,141.0,2025-09-29 22:39:58,2025-09-30 09:42:58,Success,OTP,80.195.246.4,Bally,0,SES_1245209D8ABD474B8CA7A5B1DB73AC07,Kumbakonam,Tamil Nadu,India,Session Timeout,0
153,1071.0,2025-11-10 08:31:21,2025-11-10 19:17:21,Success,Fingerprint,30.68.2.167,Bhiwandi,0,SES_C8AACA2BC29745C6B332E06AB94A0960,Berhampur,Tamil Nadu,India,Forced Logout,0
134,899.0,2026-06-09 14:24:43,2026-06-09 15:39:43,Success,Face ID,203.160.212.160,Chandigarh,0,SES_C8D2DC04CF714C3AB7D339950B050631,Gangtok,Himachal Pradesh,India,Forced Logout,0
274,218.0,2026-03-13 12:40:28,2026-03-14 00:25:28,Success,Face ID,167.60.117.104,Jamnagar,0,SES_6AC17DFBC5114D86ACABFCFEEEE173D8,Nandyal,Rajasthan,India,Session Timeout,0
677,1665.0,2026-08-05 06:41:58,2026-08-05 16:05:58,Success,OTP,72.169.2.162,Lucknow,0,SES_9B23207F1C2E475FB481DFEF551B3134,Srinagar,Karnataka,India,User Logout,0
734,608.0,2026-06-07 20:07:17,2026-06-07 20:58:17,Success,OTP,42.78.119.65,Gorakhpur,0,SES_5161F3A678144D418E8A7F8BDFE194C6,Vijayawada,Arunachal Pradesh,India,Forced Logout,0
497,225.0,2025-05-21 05:15:58,2025-05-21 06:46:58,Success,Password,97.97.13.229,Berhampur,0,SES_93C399025B7A46CDAEC426FA4EE92AEB,Sonipat,Rajasthan,India,User Logout,0
241,1175.0,2025-12-05 13:40:38,2025-12-05 22:57:38,Success,Password,36.70.9.111,Sagar,0,SES_92112F4682C342719DEB15B6BA4276D6,Ranchi,Telangana,India,User Logout,0
901,215.0,2026-02-09 18:15:25,2026-02-10 05:17:25,Success,OTP,50.130.92.20,Allahabad,0,SES_807BCF9B848F44E8B878CDD388E29178,Tumkur,Kerala,India,User Logout,0
913,1130.0,2026-07-03 01:52:58,2026-07-03 10:44:58,Success,Password,54.41.184.22,Imphal,0,SES_711CAED4EF5A4281A1BD1264354AFF07,Bahraich,Madhya Pradesh,India,Forced Logout,0
545,474.0,2025-04-13 10:03:34,2025-04-13 10:32:34,Success,Face ID,102.144.215.200,Panipat,0,SES_57FE017A4AC0482FAE551E31060DE197,Ratlam,Andhra Pradesh,India,Session Timeout,0
482,1685.0,2026-01-20 09:36:48,2026-01-20 16:06:48,Success,OTP,152.31.38.199,Howrah,0,SES_0B575330AFC14D3093DEDC2964DE7E91,Sasaram,Jharkhand,India,User Logout,0
181,912.0,2025-11-11 18:30:13,2025-11-11 23:14:13,Success,Fingerprint,207.232.124.66,Guwahati,0,SES_34782F6C1BB648A1BF38A8478C0B0F15,Bally,Sikkim,India,User Logout,0
643,185.0,2025-09-15 12:11:37,2025-09-15 17:28:37,Success,Password,126.242.169.71,Uluberia,0,SES_6B3C3D3362C54282BE7D82B4C0A49C11,Tadepalligudem,Manipur,India,Session Timeout,0
721,399.0,2025-01-04 23:24:25,2025-01-05 07:52:25,Success,Password,178.159.144.127,Khora ,0,SES_0E1463B0436049D8A7332EB70DB7B1CD,Kalyan-Dombivli,West Bengal,India,User Logout,0
789,690.0,2025-02-20 12:14:34,2025-02-20 16:57:34,Success,Password,201.172.123.171,Nashik,0,SES_EAD6BBACF56941D3AA362204B56D3BC7,Pune,Punjab,India,Session Timeout,0
91,1351.0,2025-04-20 09:47:20,2025-04-20 19:57:20,Success,Password,44.222.167.66,Morena,0,SES_36F88F78A61B4E58AC266AC96E211B8E,Raichur,Uttar Pradesh,India,User Logout,0
749,,2025-01-28 00:47:59,2025-01-28 09:45:59,Success,Password,98.112.217.220,Amritsar,1,SES_DC38EC91160F41E39EA99B2D580540CB,Thoothukudi,Kerala,India,User Logout,0
