customer_id,device_identifier,device_name,device_type,device_model,operating_system,os_version,app_version,device_status,is_trusted,last_ip_address,last_login_city,last_login,registered_at,registered_from,failed_login_attempts,blocked_at
975,DEV-DF78E731582D448B8FE0858D96817616,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,14,5.2.0,Active,1,192.168.129.73,Asansol,2026-04-16 03:27:00,2025-10-28,Mobile App,0,
570,DEV-3006B9D77B06489791B5B224E140DC26,OnePlus 12,Android,OnePlus 12,Android,12,5.1.0,Active,1,192.168.174.47,Jamshedpur,2026-07-18 07:18:00,2026-06-15,Mobile App,0,
726,DEV-CE6FFE35477B46B19993C6D6BE6FD5C9,Samsung Galaxy S24,Android,Samsung Galaxy S24,Android,13,5.1.0,Active,1,192.168.103.37,Ranchi,2025-04-15 17:41:00,2024-04-02,Internet Banking,3,
9,DEV-A2FDEC8E72ED48F7A45D4B43A20050D5,Firefox,Web,Firefox,macOS,11,5.1.0,Active,1,172.16.56.46,Akola,2026-06-01 04:18:00,2024-02-17,Mobile App,1,
592,DEV-0FD3018BF10E412187F80247D1D7CD03,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,13,5.3.1,Active,1,172.27.60.9,Gangtok,2026-08-15 20:22:00,2026-08-11,Mobile App,0,
6,DEV-AE81CF168B494044BF7A94F6A009DD79,Google Pixel 8a,Android,Google Pixel 8a,Android,15,5.2.0,Active,1,192.168.236.237,Satara,2023-07-10 18:31:00,2021-05-22,Branch,0,
836,DEV-627054FE5508459BB1D1C00D929700DC,Nothing Phone 2,Android,Nothing Phone 2,Android,13,6.0.0,Inactive,0,10.153.54.213,Dehri,2023-07-10 00:25:00,2021-12-04,Mobile App,0,
105,DEV-CFC3849C62AE4770B6FEEA9A4FBE1B61,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,14,5.1.0,Active,1,192.168.109.169,Farrukhabad,2026-06-04 10:22:00,2026-01-30,Branch,0,
701,DEV-AE0469F10DA143FB86D4AF6322505BCF,Vivo V30,Android,Vivo V30,Android,13,5.1.0,Active,1,192.168.250.158,Kurnool,2022-08-13 06:43:00,2020-07-18,Mobile App,0,
342,DEV-E334357BD40C4514AF36D9172C169DFB,iPhone 12,iPhone,iPhone 12,iOS,17,5.1.0,Inactive,1,192.168.40.192,Durg,2023-02-23 13:06:00,2020-01-25,Mobile App,0,
37,DEV-E6181AFB25CD449593CCC9FA5C1252D8,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,14,5.2.0,Active,1,172.26.106.192,Amravati,2025-05-19 04:19:00,2024-08-03,Mobile App,0,
667,DEV-51C554A1F2CF49D6A12F01ABC55DB07E,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,18,5.2.0,Active,1,192.168.233.108,Kumbakonam,2025-05-10 22:27:00,2025-04-27,Mobile App,0,
48,DEV-E70001B92744479B84A9823F8C10EB7F,iPhone 16,iPhone,iPhone 16,iOS,18,6.0.0,Active,1,10.190.153.171,Ludhiana,2026-06-13 20:50:00,2024-04-10,Mobile App,2,
928,DEV-67D4EEAD53044179BBF6A48CF65A9AC0,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,13,5.3.1,Active,1,172.25.236.200,Srinagar,2022-12-29 11:25:00,2022-10-02,Mobile App,2,
115,DEV-569075A2CA63441684561FE58914B817,OnePlus 12,Android,OnePlus 12,Android,14,5.5.2,Active,1,10.147.106.97,Morbi,2026-05-20 07:20:00,2024-03-09,Mobile App,0,
993,DEV-8E934F8EE220474881C9FA0159A3871A,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,15,5.1.0,Active,0,172.31.116.39,Nandyal,2026-07-02 02:22:00,2021-11-25,Internet Banking,0,
462,DEV-2E2D5797E1E74EF19041FB8E8BE0920E,Redmi Note 13,Android,Redmi Note 13,Android,13,6.0.0,Active,1,192.168.230.149,Gulbarga,2022-09-29 18:47:00,2021-11-24,Mobile App,1,
348,DEV-07C139B53A1449FA92ED445B962A48F0,Firefox,Web,Firefox,Ubuntu,14,5.3.1,Active,1,192.168.83.63,Bareilly,2026-05-06 03:07:00,2022-05-02,Mobile App,0,
495,DEV-B6227C4192CD4A9093E8794AEF911C01,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,15,5.2.0,Active,1,192.168.5.120,Jamalpur,2026-05-06 00:22:00,2024-06-07,Mobile App,0,
195,DEV-6D685D66A5D44B89A63EB889A954FB9B,OnePlus 12,Android,OnePlus 12,Android,12,5.3.1,Active,0,192.168.164.86,Malegaon,2023-12-03 15:22:00,2023-09-10,Mobile App,0,
101,DEV-2585E1DCFA314258BBAAF891447B4B49,Google Pixel 8a,Android,Google Pixel 8a,Android,13,5.3.1,Active,1,192.168.188.27,Avadi,2024-11-23 03:41:00,2020-12-01,Mobile App,0,
309,DEV-0FD235B5F9C640D7AB28251763EAAF7A,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,16,6.0.0,Active,1,192.168.229.157,Aurangabad,2024-06-26 17:49:00,2023-01-23,Mobile App,0,
689,DEV-B706746CAD07446CB3BF1FBCE80765CA,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,14,5.2.0,Active,1,10.232.192.195,Kolhapur,2023-01-14 00:52:00,2021-09-21,Mobile App,1,
735,DEV-A33256497FDC4333A6DF0C471B9D148A,Nothing Phone 2,Android,Nothing Phone 2,Android,15,5.5.2,Active,1,10.114.137.174,Saharanpur,2025-03-30 03:48:00,2021-06-17,Mobile App,0,
998,DEV-D8AF877513F0426B8C162A35188F7F2E,Redmi Note 13,Android,Redmi Note 13,Android,12,5.3.1,Active,0,10.242.33.226,Gandhinagar,2025-04-14 22:58:00,2021-12-02,Branch,0,
575,DEV-083FBA7EA9D7467A8BA1C418A5954C40,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,12,5.5.2,Active,0,172.26.144.231,Allahabad,2026-04-24 06:37:00,2023-12-06,Mobile App,0,
279,DEV-569A941F5BC34832ACAEC07BA4C8FC63,iPhone 12,iPhone,iPhone 12,iOS,17,5.1.0,Active,1,172.27.1.46,Faridabad,2026-06-15 12:31:00,2025-05-30,Branch,0,
986,DEV-85CEF5F854B442EF8D62052DE958694C,Microsoft Edge,Web,Microsoft Edge,Ubuntu,14,6.0.0,Active,1,172.31.104.165,Patna,2026-08-15 17:37:00,2026-03-06,Internet Banking,0,
954,DEV-C2522A2300954E38B7D7C169CDE03BE4,iPhone 16,iPhone,iPhone 16,iOS,18,5.3.1,Active,1,192.168.201.213,Karnal,2025-06-22 10:24:00,2024-04-24,Branch,0,
289,DEV-9982DD69E2DE45EF9A8C34202F12DAF5,iPhone 16,iPhone,iPhone 16,iOS,18,5.2.0,Inactive,1,172.27.191.17,Miryalaguda,2020-09-18 15:01:00,2020-01-25,Mobile App,0,
122,DEV-948DBAA8FCA04F58AEB9137EFEF72D8E,Google Pixel 8a,Android,Google Pixel 8a,Android,14,5.5.2,Active,1,172.24.45.88,Motihari,2025-07-15 23:06:00,2024-08-21,Internet Banking,0,
76,DEV-28382D57FD854685A6AF1C026B12C53C,iPhone 15,iPhone,iPhone 15,iOS,16,6.0.0,Active,1,192.168.210.19,Guwahati,2023-11-25 22:34:00,2022-08-05,Internet Banking,0,
743,DEV-C2FDAC71346547299A6CC4247D8B95D0,Vivo V30,Android,Vivo V30,Android,15,5.1.0,Active,1,192.168.115.215,Cuttack,2026-03-03 16:19:00,2024-08-14,Mobile App,3,
264,DEV-05E77489CD734ACF80B76836AB434013,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,12,5.4.0,Active,1,172.24.156.76,Haldia,2026-06-22 09:56:00,2026-06-19,Mobile App,0,
764,DEV-0F64F888FE404061A0C58D3A9FC56158,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,14,6.0.0,Active,1,172.23.75.127,Ratlam,2024-11-23 21:30:00,2023-07-11,Internet Banking,0,
980,DEV-3016550D74E34648A2EC92B5D95EA743,Redmi Note 13,Android,Redmi Note 13,Android,13,5.5.2,Active,1,192.168.4.148,Sirsa,2024-11-01 10:28:00,2024-06-10,Mobile App,0,
225,DEV-3B4A578FF0DA44A0AD3224F60917F464,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,12,5.4.0,Active,1,192.168.70.249,Amravati,2023-11-08 18:01:00,2021-12-22,Mobile App,0,
511,DEV-738AF819873D493983910FB1F2D6D99C,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,13,5.3.1,Active,1,192.168.246.243,Guwahati,2024-09-28 20:41:00,2023-03-03,Mobile App,0,
365,DEV-FD7A1E2A006A40579A10AB0B65D99C23,OnePlus 12,Android,OnePlus 12,Android,12,5.4.0,Active,1,192.168.94.77,Muzaffarpur,2023-07-14 12:09:00,2020-08-17,Mobile App,2,
464,DEV-7C1EACD4F0AE4593BC5CFF9F9E1F7633,Redmi Note 13,Android,Redmi Note 13,Android,15,5.5.2,Inactive,0,192.168.249.20,Kadapa,2022-11-22 20:32:00,2022-02-07,Internet Banking,1,
54,DEV-E211AEF94D22498B8D72153078043A4F,Microsoft Edge,Web,Microsoft Edge,Ubuntu,10,5.4.0,Active,1,192.168.224.18,Giridih,2026-06-28 05:22:00,2023-12-03,Mobile App,0,
235,DEV-2F119D825C6F4E609FE0833D3D98939D,Firefox,Web,Firefox,macOS,13,5.2.0,Active,1,192.168.62.57,Erode,2024-03-05 09:22:00,2022-02-01,Mobile App,0,
983,DEV-30B661B1C0E343B0BD9D9181E8066952,Nothing Phone 2,Android,Nothing Phone 2,Android,14,5.1.0,Active,1,172.18.180.19,Jaipur,2026-04-23 10:16:00,2025-01-27,Mobile App,0,
389,DEV-68416CCCD8934842AC8CAA123B17D1BE,Google Pixel 8,Android,Google Pixel 8,Android,14,5.4.0,Active,1,192.168.45.154,Rajahmundry,2025-06-10 06:48:00,2024-12-11,Mobile App,0,
981,DEV-825C674930824D67AF51B89B04DDA517,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,18,5.2.0,Active,0,10.213.182.237,Singrauli,2025-10-21 12:27:00,2021-02-01,Mobile App,0,
250,DEV-19407A30D34E41D1A6B0DF5BFB4CE480,iPhone 15 Pro,iPhone,iPhone 15 Pro,iOS,16,5.1.0,Active,1,10.244.132.57,Karnal,2025-04-15 08:36:00,2024-12-24,Branch,0,
941,DEV-26F78CAC2ACE4B4A81DFBF062846FDB5,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,14,5.1.0,Active,1,192.168.213.122,Agra,2026-06-23 01:42:00,2026-01-04,Mobile App,0,
398,DEV-0AAABD050A3047BD89FFF9566CB6DD93,Firefox,Web,Firefox,Windows 11,13,5.4.0,Active,1,172.21.72.63,Siliguri,2026-08-01 01:38:00,2026-05-11,Branch,0,
198,DEV-5FFE7EEA166044DDBA2058CBB1D2515E,iPhone 15 Pro,iPhone,iPhone 15 Pro,iOS,16,5.5.2,Active,1,10.22.225.143,Mira-Bhayandar,2025-08-05 09:12:00,2020-10-09,Mobile App,0,
948,DEV-3D8229B8E6EF45698F365F98086EC0FD,Vivo V30,Android,Vivo V30,Android,14,5.2.0,Active,1,10.88.246.175,Chandigarh,2025-07-31 15:14:00,2021-01-05,Mobile App,0,
319,DEV-DD782AAA5ECF47969BB23C181B389786,Chrome Browser,Web,Chrome Browser,Windows 11,13,5.5.2,Active,1,10.161.54.78,Nandyal,2024-04-27 23:28:00,2024-04-04,Mobile App,0,
966,DEV-6A20535D88334FA59933341B393F3641,Redmi Note 13,Android,Redmi Note 13,Android,15,5.3.1,Active,0,192.168.187.194,Tinsukia,2024-12-16 02:11:00,2023-06-11,Mobile App,0,
810,DEV-36478F70D341455EA92206D8068A01C4,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,16,5.1.0,Active,1,10.182.77.60,Faridabad,2025-08-04 05:57:00,2024-08-19,Internet Banking,0,
193,DEV-7047522C43AB40AF806E972B2FB84C93,Nothing Phone 2,Android,Nothing Phone 2,Android,12,5.5.2,Active,1,172.27.36.56,Bareilly,2025-08-09 14:43:00,2021-11-18,Branch,0,
329,DEV-4E22631CA73A4AF19959E1E2394F5C3E,iPhone 14,iPhone,iPhone 14,iOS,16,5.3.1,Active,1,10.50.229.159,Arrah,2022-05-10 13:08:00,2020-09-08,Mobile App,0,
503,DEV-0850981F7FCD4A668A3F9C2FAD35C48F,Microsoft Edge,Web,Microsoft Edge,Windows 11,13,5.1.0,Active,1,10.152.212.20,Gulbarga,2025-01-08 06:50:00,2024-07-08,Mobile App,0,
927,DEV-06DB2D24CCD74600A3852FA75006B4B6,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,14,5.5.2,Active,1,192.168.94.164,Tiruppur,2026-01-29 00:04:00,2023-02-28,Mobile App,0,
788,DEV-1CDE4D80869F48B498749D9EC7DAC8AA,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,12,6.0.0,Active,1,172.27.182.232,Begusarai,2026-04-14 07:41:00,2025-08-26,Mobile App,0,
962,DEV-2006E624CC504A15BE09679959951DE0,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,12,5.1.0,Active,1,172.28.46.201,Lucknow,2025-08-28 03:55:00,2022-02-11,Mobile App,0,
78,DEV-381A5FCE4B1A4436B0A98B7D69054A75,iPhone 16,iPhone,iPhone 16,iOS,18,6.0.0,Active,0,192.168.64.220,Pune,2023-05-26 01:09:00,2022-02-06,Internet Banking,0,
221,DEV-4AA0B6CD9D1642FB87320F41D80F30D9,iPhone 15,iPhone,iPhone 15,iOS,18,5.5.2,Active,1,10.107.101.4,Secunderabad,2026-08-14 06:25:00,2023-04-23,Internet Banking,0,
336,DEV-1A5EBF7882F94D19882EB14718B500DD,Microsoft Edge,Web,Microsoft Edge,macOS,14,5.4.0,Active,1,10.107.20.248,Yamunanagar,2026-08-03 09:22:00,2025-12-11,Mobile App,0,
873,DEV-84DB9B0DDDB349A39B75CE84DA6C0E55,iPhone 12,iPhone,iPhone 12,iOS,16,5.2.0,Inactive,1,10.247.68.174,Saharanpur,2026-04-19 15:48:00,2026-03-17,Mobile App,3,
197,DEV-D5430C449E61414CAD7B2954C0D1677F,Vivo V30,Android,Vivo V30,Android,13,6.0.0,Active,0,192.168.107.26,Ballia,2023-09-09 08:31:00,2021-04-20,Mobile App,0,
916,DEV-971C41D4ADFA4AA28A5A168351E9DDD3,Firefox,Web,Firefox,macOS,13,5.4.0,Inactive,1,10.89.215.104,Kollam,2026-08-07 20:21:00,2025-02-11,Mobile App,0,
66,DEV-B0DB208FA33D423D91FE0A6AD4566A2A,Redmi Note 13,Android,Redmi Note 13,Android,13,5.4.0,Active,1,172.18.242.107,Salem,2025-11-04 23:29:00,2024-12-08,Mobile App,0,
19,DEV-CBE787CFC6FB4B539C9A28A8CAA2EA46,iPhone 13,iPhone,iPhone 13,iOS,17,5.4.0,Active,1,10.191.124.173,Delhi,2025-06-23 19:14:00,2020-01-17,Branch,0,
622,DEV-0B6A67582E3C454C8995BA86AE525E38,Chrome Browser,Web,Chrome Browser,Ubuntu,12,5.2.0,Active,1,172.23.51.125,Hazaribagh,2022-03-19 01:45:00,2020-04-16,Mobile App,0,
993,DEV-B8F269DC4ACD436B9360823D50F618C7,Redmi Note 13,Android,Redmi Note 13,Android,12,5.4.0,Active,1,172.21.210.140,Ambala,2022-10-25 02:04:00,2021-04-01,Mobile App,0,
718,DEV-3996C6F16C6B447685DC75A11F31619B,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,16,5.3.1,Active,0,192.168.193.196,Ahmednagar,2025-09-12 02:36:00,2025-08-06,Mobile App,1,
75,DEV-8687F45DCD764905A9D3DBA29310D49B,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,13,5.4.0,Active,0,192.168.185.72,Salem,2026-01-18 23:19:00,2022-03-31,Mobile App,0,
521,DEV-3D64C9F74D3D440AA0506D3B86E429FD,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,13,6.0.0,Active,1,192.168.226.244,Nizamabad,2025-04-29 21:36:00,2024-08-22,Mobile App,1,
837,DEV-14CE033C44284DAE9CF48FB822E21FFF,Google Pixel 8,Android,Google Pixel 8,Android,12,5.3.1,Active,1,192.168.255.57,Ulhasnagar,2024-09-06 13:43:00,2023-10-31,Mobile App,1,
914,DEV-0105044B8E53412188D5CD91A5FA11CF,Chrome Browser,Web,Chrome Browser,Ubuntu,11,5.4.0,Active,1,192.168.86.223,Shimla,2026-02-16 07:34:00,2024-04-13,Internet Banking,0,
867,DEV-414885FD38BA46BA845C82B82AA0ACFE,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,17,5.3.1,Active,1,172.27.62.120,Kochi,2025-10-06 23:35:00,2023-09-07,Mobile App,0,
451,DEV-453223C81C9445CB9EFD28681B84F7D2,iPhone 14,iPhone,iPhone 14,iOS,17,5.3.1,Active,1,192.168.35.51,Baranagar,2023-01-14 07:33:00,2022-07-14,Internet Banking,0,
413,DEV-0EE0338E721B49C1AA5E9391D8637E07,OnePlus 12,Android,OnePlus 12,Android,12,5.1.0,Active,1,192.168.131.231,Bhilai,2025-12-06 12:46:00,2025-03-09,Mobile App,2,
483,DEV-5B361A8DD3B84CDEAF1423F1623539AD,Safari,Web,Safari,macOS,10,5.5.2,Active,1,10.238.222.114,Bulandshahr,2025-09-17 18:16:00,2025-07-24,Mobile App,0,
83,DEV-C0F6AFD2854344578CF6E77C09C6C924,Google Pixel 8a,Android,Google Pixel 8a,Android,14,5.4.0,Active,1,172.27.137.64,Raipur,2025-01-22 04:34:00,2020-03-19,Branch,2,
491,DEV-302A9B0B14D44037AFB290AC9503AA5E,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,14,5.4.0,Active,1,10.11.213.124,Aizawl,2024-11-29 15:48:00,2022-02-27,Mobile App,0,
288,DEV-66346E7BB8D647F0BFC69FDA83C9C544,Vivo V30,Android,Vivo V30,Android,12,5.3.1,Active,1,172.20.127.138,South Dumdum,2024-08-17 07:34:00,2022-09-05,Mobile App,0,
227,DEV-6E6F72ADB9294FF3AFEEAFE63636EDEE,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,14,5.5.2,Active,1,192.168.149.203,Hindupur,2025-10-02 19:31:00,2025-09-29,Mobile App,0,
372,DEV-15B4861F9B604FB9AB974F339C54E8C2,Google Pixel 8,Android,Google Pixel 8,Android,15,5.5.2,Active,1,10.216.177.125,Proddatur,2025-05-02 03:47:00,2024-05-12,Mobile App,0,
162,DEV-9139D47A9ACF463C9C44E57B7E12A3F6,Firefox,Web,Firefox,Ubuntu,10,5.1.0,Active,1,10.55.153.15,Mysore,2025-10-28 07:39:00,2021-03-02,Internet Banking,0,
