account_id,reference_number,amount,transaction_type,transaction_time,transaction_status,payment_mode,transaction_location,receiver_account_id,merchant_id,device_id,ip_address,is_fraud,remarks,risk_score
1192,TXN20260816AAA68F36999F,117278.2,Deposit,2026-03-12 20:16:59,Pending,Card,Bangalore,,,,,0,,34
786,TXN202608162EAA1B4F0E7E,123276.77,Transfer,2024-02-14 11:40:09,Success,UPI,Lucknow,1037.0,,1150.0,110.67.215.160,0,,18
392,TXN20260816753A3BCF5EF0,126336.96,Deposit,2024-03-02 09:29:35,Success,IMPS,Delhi,,,797.0,14.36.176.56,0,Regular customer activity,5
479,TXN2026081605C01BAAAC09,37707.01,Transfer,2024-04-20 02:27:23,Success,UPI,Ahmedabad,,,1109.0,79.171.206.96,1,Suspicious transaction,94
1131,TXN2026081660783B23C011,99113.45,Deposit,2024-10-30 02:10:44,Success,IMPS,Prayagraj,,,878.0,199.104.179.131,0,,19
1291,TXN20260816F128E45687DF,58298.65,Credit,2025-08-30 18:35:40,Success,IMPS,Ahmedabad,,,305.0,196.243.174.131,0,Transaction completed successfully,4
1489,TXN2026081687EEB85D443E,168988.11,Debit,2025-03-07 14:01:10,Success,Card,Varanasi,,272.0,1162.0,40.199.88.127,0,Regular customer activity,44
213,TXN202608164D1065FADD9D,6364.43,Deposit,2025-07-12 21:19:26,Success,UPI,Kanpur,,,,,0,Transaction completed successfully,13
953,TXN202608165C286F46763A,76165.68,Credit,2024-08-17 02:30:03,Success,Cash,Gurgaon,,114.0,,,0,,48
1471,TXN2026081682B33A304DA9,182567.18,Refund,2026-04-23 01:07:05,Success,UPI,Jaipur,,,1693.0,42.24.154.106,0,Transaction completed successfully,30
411,TXN20260816F847C98772C9,246771.27,Withdrawal,2025-05-30 10:31:22,Success,RTGS,Jaipur,,,,,0,Transaction completed successfully,49
694,TXN20260816D177C0305F25,118738.84,Credit,2026-01-14 15:55:11,Success,Net Banking,Prayagraj,,27.0,,,0,,37
1282,TXN20260816BD5C333D2EC2,62972.46,Transfer,2025-04-01 09:03:35,Pending,IMPS,Pune,1020.0,,1489.0,2.222.74.117,0,Regular customer activity,23
111,TXN2026081665A3871060C5,49974.45,Debit,2026-07-10 07:58:38,Success,UPI,Gurgaon,,203.0,,,0,,13
599,TXN202608161BCCBA815C32,107427.21,Withdrawal,2025-01-06 01:42:57,Success,IMPS,Kolkata,,,540.0,144.91.34.28,0,Transaction completed successfully,13
1096,TXN2026081676ABE56608EE,16600.31,Transfer,2024-07-09 00:23:27,Success,IMPS,Kanpur,1330.0,,1162.0,35.148.6.20,0,Regular customer activity,4
1361,TXN202608167B02BB710B7D,191995.34,Debit,2025-11-15 23:31:25,Success,NEFT,Pune,,121.0,,,0,Regular customer activity,22
380,TXN202608168CF306626E9D,18535.72,Credit,2025-07-01 05:21:50,Success,UPI,Hyderabad,,45.0,1022.0,76.88.167.86,0,Transaction completed successfully,30
1410,TXN20260816025EBA74CF50,171360.1,Deposit,2024-02-13 23:12:21,Success,RTGS,Kolkata,,,,,0,Regular customer activity,69
51,TXN20260816E1C67476DE54,90640.45,Refund,2025-10-04 10:58:57,Success,RTGS,Kolkata,,159.0,,,0,,69
863,TXN20260816BA244A35A3F0,245358.34,Withdrawal,2024-11-12 03:32:31,Success,NEFT,Delhi,,,,,0,Regular customer activity,6
849,TXN20260816672C9FA134C4,152158.07,Debit,2026-08-04 06:35:16,Success,IMPS,Pune,,,1909.0,121.178.194.147,0,Regular customer activity,7
727,TXN202608160119D35E7BEB,131549.28,Refund,2025-07-18 11:14:32,Success,UPI,Hyderabad,,79.0,1729.0,124.1.147.96,0,,27
840,TXN20260816BA8FFD3B57A0,27693.51,Transfer,2025-12-15 09:19:29,Success,Card,Delhi,170.0,,,,0,Transaction completed successfully,61
1347,TXN20260816C76D512E3273,241199.41,Debit,2024-10-19 21:20:29,Success,IMPS,Noida,,96.0,1006.0,172.124.31.25,0,,66
230,TXN202608161FE10901FA42,65527.54,Debit,2025-03-27 20:50:38,Success,Cash,Kanpur,,,,,0,Regular customer activity,36
1296,TXN20260816957A3777E0F3,131399.01,Transfer,2024-08-27 20:26:56,Success,Card,Pune,1281.0,,1273.0,60.5.81.140,0,,39
226,TXN202608168B25108ADCC9,174722.05,Deposit,2025-01-21 22:42:45,Success,UPI,Ahmedabad,,,,,0,,26
1350,TXN20260816A6ACEA1C66B0,100586.88,Debit,2025-03-24 18:30:54,Success,NEFT,Hyderabad,,5.0,,,0,,38
603,TXN20260816A08EE706DA37,167271.93,Deposit,2024-01-29 23:18:40,Success,IMPS,Kolkata,,,,,0,Transaction completed successfully,24
758,TXN2026081683EBF32DAE02,198063.05,Transfer,2026-06-01 04:42:26,Success,NEFT,Mumbai,228.0,,,,0,Transaction completed successfully,29
1140,TXN20260816825F9AD01608,244907.66,Debit,2026-06-16 10:48:46,Success,Cash,Kanpur,,,,,0,,7
152,TXN202608162D439CF3CCEB,137594.43,Transfer,2025-12-28 15:17:50,Failed,Card,Kanpur,1243.0,,439.0,81.172.132.156,0,Normal transaction,56
49,TXN2026081608FAB40E73DB,12950.22,Debit,2025-12-16 19:39:10,Success,UPI,Jaipur,,174.0,1212.0,63.253.169.55,0,Transaction completed successfully,39
431,TXN20260816AA1A921E42CF,7928.47,Transfer,2025-10-25 19:23:42,Success,UPI,Gurgaon,1065.0,,881.0,179.128.154.206,0,,31
422,TXN2026081667C0EE4E9F77,226533.98,Transfer,2024-08-14 23:21:57,Success,UPI,Bangalore,875.0,,1555.0,78.167.124.142,0,Regular customer activity,38
238,TXN20260816923D5FA1124A,46809.79,Transfer,2025-09-25 15:19:21,Success,Cheque,Bangalore,,,,,0,,28
862,TXN2026081647B66954D9D5,53761.4,Debit,2025-08-26 12:21:47,Success,IMPS,Varanasi,,185.0,,,0,,42
606,TXN20260816E2A9EC1D898B,237513.25,Debit,2025-05-22 15:27:15,Success,UPI,Chennai,,149.0,437.0,156.171.119.245,0,Regular customer activity,42
1345,TXN20260816B5DAF1A0369F,33107.15,Credit,2025-01-15 08:30:16,Success,UPI,Delhi,,,1040.0,68.143.183.253,0,,55
1178,TXN20260816E9B388C71D5D,202178.34,Debit,2025-09-19 15:55:01,Success,UPI,Mumbai,,19.0,215.0,145.115.208.146,1,Unusual transaction pattern,98
189,TXN202608164E9972C2D2A7,208368.5,Debit,2026-02-17 07:15:40,Success,UPI,Ahmedabad,,147.0,934.0,150.4.87.63,0,,1
63,TXN202608160164F40DFE2E,246103.35,Withdrawal,2024-04-21 18:11:58,Success,UPI,Prayagraj,,,1550.0,33.228.207.113,0,Normal transaction,20
238,TXN202608164DBC899475A0,120449.25,Debit,2024-03-06 13:06:49,Success,Card,Jaipur,,272.0,1121.0,185.144.214.171,0,,68
386,TXN202608166E21A916C353,47474.17,Deposit,2026-07-19 14:52:38,Failed,Net Banking,Delhi,,,,,0,,5
776,TXN20260816CFA46FEFD009,49846.68,Debit,2024-04-08 11:10:39,Success,UPI,Prayagraj,,270.0,925.0,161.102.228.101,0,,65
522,TXN20260816AAD3CE82E4C2,111250.43,Credit,2024-03-13 11:13:52,Success,Card,Prayagraj,,64.0,1128.0,142.151.145.141,0,Regular customer activity,10
474,TXN20260816543E9D8E0D50,219295.79,Debit,2026-04-23 11:55:18,Success,Cash,Varanasi,,,,,0,,46
352,TXN20260816302EE441F87D,41868.34,Deposit,2024-01-16 11:30:09,Success,IMPS,Chennai,,,,,0,Regular customer activity,31
484,TXN20260816DCF3FF9A3756,193917.9,Refund,2025-12-02 19:37:01,Success,IMPS,Kanpur,,59.0,1369.0,212.160.68.24,0,,4
48,TXN202608166C54A113B866,204038.85,Withdrawal,2024-02-27 05:35:34,Success,IMPS,Varanasi,,,1959.0,71.50.229.121,0,Regular customer activity,16
718,TXN202608168540BE955CFE,220415.2,Debit,2024-02-02 13:18:39,Failed,Cash,Mumbai,,124.0,,,0,,12
587,TXN20260816708CAB16B55F,37741.48,Withdrawal,2024-03-08 03:17:31,Success,UPI,Jaipur,,,,,0,Normal transaction,10
1431,TXN20260816A44DF73AC6D7,120777.47,Credit,2026-04-04 23:51:53,Success,Card,Noida,,230.0,,,0,,69
434,TXN202608165DECE1DEB949,34061.04,Transfer,2026-05-23 06:27:25,Success,UPI,Kanpur,,,,,0,Transaction completed successfully,1
1085,TXN20260816B34A6B2A8AFC,172678.3,Credit,2025-07-28 00:24:51,Reversed,IMPS,Gurgaon,,284.0,412.0,107.54.20.202,0,Transaction completed successfully,34
1281,TXN20260816A118DEFF7DB2,211763.98,Credit,2026-04-18 20:30:19,Success,IMPS,Jaipur,,253.0,573.0,32.3.169.251,0,Regular customer activity,57
1407,TXN202608164250346352AB,224705.08,Credit,2024-09-30 10:30:14,Success,IMPS,Gurgaon,,2.0,,,0,,0
1462,TXN20260816FB09A6971F6E,100072.78,Credit,2025-05-02 04:04:27,Success,UPI,Jaipur,,,,,0,Regular customer activity,7
392,TXN202608162824AFE133CA,240217.82,Credit,2025-04-06 05:11:14,Success,UPI,Kolkata,,,1699.0,216.25.105.109,0,Regular customer activity,11
1417,TXN202608169753A0123850,23246.46,Withdrawal,2024-05-04 06:43:56,Success,Card,Ahmedabad,,,755.0,158.255.0.198,0,,11
1477,TXN20260816D4D528F8990E,230405.6,Deposit,2025-06-21 17:02:28,Success,UPI,Prayagraj,,,191.0,51.58.233.91,0,,14
1366,TXN202608167190FF7DB797,7755.98,Credit,2025-08-11 05:49:11,Success,UPI,Chennai,,,675.0,167.176.131.216,0,Transaction completed successfully,28
745,TXN20260816866B8D4A2416,187131.45,Debit,2026-08-05 11:36:26,Success,Net Banking,Pune,,,484.0,108.131.26.73,0,Normal transaction,65
841,TXN2026081688FE0B139F59,226066.6,Debit,2026-05-02 07:14:50,Success,Cash,Kolkata,,,,,0,Transaction completed successfully,36
521,TXN20260816A9368F21A79B,194133.21,Transfer,2025-11-03 11:53:10,Success,UPI,Bangalore,1438.0,,728.0,95.162.141.92,0,Normal transaction,17
413,TXN20260816F44A79D3E06F,173522.0,Debit,2025-08-06 21:11:56,Success,NEFT,Kanpur,,,,,1,High risk transaction,89
25,TXN202608168276278904A5,128919.97,Transfer,2025-05-08 09:34:54,Success,UPI,Bangalore,,,1832.0,169.96.0.220,0,Normal transaction,48
1424,TXN202608169E794B9B8002,228981.72,Credit,2024-04-18 19:59:38,Success,UPI,Noida,,,1197.0,201.165.201.115,0,,27
1495,TXN202608162AF4BF0900C2,126239.18,Debit,2025-01-26 02:55:16,Success,UPI,Mumbai,,77.0,1562.0,189.90.8.105,0,Regular customer activity,30
288,TXN2026081607BF2369FC2D,83020.51,Transfer,2024-10-11 08:53:51,Success,IMPS,Ahmedabad,,,1821.0,147.226.174.59,0,,54
1045,TXN20260816BCE4A3684658,171495.23,Deposit,2025-07-29 22:06:37,Success,Cash,Kanpur,,,,,0,Transaction completed successfully,1
1036,TXN2026081623755E586DFB,74399.59,Withdrawal,2024-03-16 07:08:26,Pending,UPI,Bangalore,,,53.0,76.174.101.234,0,Regular customer activity,50
1203,TXN202608163DA1F9B8B858,12693.4,Transfer,2024-01-03 23:33:29,Success,UPI,Ahmedabad,733.0,,1829.0,98.243.35.58,0,Normal transaction,10
998,TXN20260816528B63701990,46876.56,Transfer,2025-01-17 00:16:49,Success,UPI,Kolkata,730.0,,1732.0,167.156.92.222,0,Normal transaction,26
845,TXN20260816717C20D58DF7,36897.94,Withdrawal,2024-09-17 01:17:34,Success,UPI,Chennai,,,1188.0,45.29.153.77,0,,62
1056,TXN20260816EBF9DD94BB5E,7852.41,Debit,2024-05-25 13:09:24,Success,UPI,Lucknow,,23.0,1575.0,3.153.20.108,0,,26
981,TXN20260816672C875ABF2B,114116.2,Debit,2024-08-17 21:08:20,Success,UPI,Jaipur,,,,,0,,54
1471,TXN202608163EB090419920,114699.3,Withdrawal,2026-04-04 21:32:45,Success,Card,Ahmedabad,,,,,0,Regular customer activity,7
654,TXN202608165F288B9FE168,160390.5,Deposit,2026-05-20 06:35:23,Success,UPI,Ahmedabad,,,1645.0,206.9.162.238,0,Transaction completed successfully,19
267,TXN20260816E344E2BC4854,144908.93,Debit,2025-04-19 09:09:12,Success,Cash,Delhi,,237.0,,,0,,46
305,TXN202608165E843420A36F,239965.23,Debit,2025-02-05 16:55:30,Success,IMPS,Chennai,,150.0,741.0,178.173.51.222,0,Normal transaction,65
1307,TXN2026081625BA96D92A4E,85083.46,Debit,2026-05-20 16:00:44,Success,Card,Bangalore,,27.0,674.0,119.25.26.59,0,,7
497,TXN202608163580EA07F1C9,132847.37,Transfer,2024-10-02 08:51:00,Success,Card,Mumbai,,,1016.0,92.24.240.233,0,,48
1421,TXN2026081676701342E0C2,173286.48,Debit,2024-05-23 15:19:20,Success,RTGS,Prayagraj,,192.0,,,0,Transaction completed successfully,29
829,TXN20260816FE0F8E6E148C,145433.45,Debit,2026-04-10 19:37:12,Success,NEFT,Kanpur,,201.0,,,0,Regular customer activity,64
1425,TXN2026081603AAB6C46725,85014.56,Transfer,2024-10-02 01:55:36,Success,Card,Gurgaon,,,1592.0,153.227.239.101,0,,60
471,TXN2026081652F9491F4E4C,241496.09,Transfer,2024-01-16 14:48:12,Success,UPI,Lucknow,93.0,,1839.0,213.64.183.157,0,,9
58,TXN20260816F7E3E51B7E1F,156573.88,Credit,2024-12-15 11:47:26,Success,IMPS,Delhi,,263.0,1836.0,202.126.219.192,0,Normal transaction,32
2,TXN202608164C1737909952,42300.06,Debit,2024-03-24 20:48:04,Success,Cheque,Lucknow,,,,,0,Normal transaction,16
1320,TXN202608166697147A15F3,77748.17,Deposit,2025-01-02 09:02:11,Success,Cheque,Noida,,,,,0,,14
840,TXN202608164082D38BE685,217064.02,Transfer,2024-01-18 21:25:51,Success,UPI,Pune,695.0,,253.0,18.10.47.8,0,Transaction completed successfully,42
854,TXN20260816EBDDFAC44639,23062.79,Transfer,2024-09-06 22:29:06,Success,IMPS,Noida,,,44.0,124.132.240.236,0,Normal transaction,16
1330,TXN202608160687279BFF7C,226947.66,Transfer,2025-12-02 12:30:44,Success,Card,Chennai,1078.0,,181.0,39.173.20.76,0,Regular customer activity,37
1157,TXN20260816C2E96DD58383,22828.17,Credit,2026-05-05 13:38:33,Success,Net Banking,Hyderabad,,300.0,,,0,Transaction completed successfully,38
714,TXN20260816A1B05E293E68,118521.17,Credit,2024-02-17 21:53:42,Success,RTGS,Lucknow,,271.0,,,0,,32
639,TXN20260816435972BE9550,248750.09,Debit,2024-02-15 16:38:52,Success,NEFT,Bangalore,,291.0,,,0,Normal transaction,33
980,TXN2026081696C12D75293F,131285.73,Deposit,2025-12-14 02:33:39,Success,Card,Lucknow,,,523.0,65.49.109.254,0,,65
110,TXN20260816A04108185673,164545.48,Credit,2025-05-07 01:49:19,Success,UPI,Hyderabad,,43.0,527.0,110.84.239.164,0,,65
361,TXN2026081658B0754C5107,2347.87,Transfer,2025-03-23 20:54:51,Success,Cheque,Chennai,1306.0,,,,0,Transaction completed successfully,24
1014,TXN20260816130A77E72970,193775.08,Debit,2025-09-26 17:10:19,Success,Cheque,Varanasi,,176.0,,,0,,2
1275,TXN2026081670C17E0E95E8,90234.81,Debit,2025-08-09 03:12:09,Success,NEFT,Lucknow,,151.0,,,0,,3
1213,TXN20260816F56651D755C5,167267.27,Debit,2025-04-12 11:24:39,Success,UPI,Lucknow,,,1731.0,18.185.140.34,0,,6
447,TXN202608169022A0330786,189439.26,Transfer,2024-07-22 14:13:08,Success,Card,Bangalore,527.0,,1908.0,214.217.14.254,0,Regular customer activity,65
1247,TXN20260816920C29D147A3,201319.07,Debit,2026-02-24 00:03:54,Success,UPI,Ahmedabad,,43.0,1967.0,68.113.156.97,0,Transaction completed successfully,66
174,TXN2026081613CE9D03E313,153437.89,Credit,2024-08-07 05:21:02,Pending,UPI,Ahmedabad,,154.0,1124.0,99.208.241.111,0,,19
468,TXN20260816D1C5E8D4FA3C,11823.61,Withdrawal,2024-09-25 15:22:57,Success,RTGS,Varanasi,,,,,0,,65
449,TXN20260816D63F4AAC3A9D,165569.63,Credit,2026-03-11 19:42:03,Success,UPI,Bangalore,,209.0,1252.0,188.254.95.47,0,Regular customer activity,15
1277,TXN202608167AC435D19587,50594.31,Credit,2025-12-04 15:06:44,Success,Net Banking,Kolkata,,,1070.0,94.8.105.75,0,Transaction completed successfully,69
1161,TXN2026081617DD9C8D5F4C,37647.56,Transfer,2024-07-05 08:28:17,Success,NEFT,Noida,,,,,0,Transaction completed successfully,56
546,TXN20260816BCE9565375D8,120327.16,Debit,2026-01-05 03:20:57,Pending,Net Banking,Hyderabad,,32.0,807.0,88.190.212.81,0,,10
1129,TXN202608161130311B9B9A,146850.71,Transfer,2026-01-08 05:30:36,Success,RTGS,Delhi,1497.0,,,,0,Transaction completed successfully,10
449,TXN2026081636F7DA97B4CC,90573.07,Credit,2026-04-16 18:48:18,Success,NEFT,Noida,,185.0,,,0,,42
1214,TXN20260816F3EA8D3A1ECD,34685.82,Transfer,2025-05-30 04:42:36,Success,Card,Ahmedabad,977.0,,1173.0,80.96.135.238,0,Transaction completed successfully,3
373,TXN20260816F08CD9E99405,110586.35,Transfer,2025-12-29 07:06:55,Pending,UPI,Ahmedabad,870.0,,1840.0,77.202.98.114,0,Transaction completed successfully,1
97,TXN20260816331098640CBC,108722.03,Debit,2025-03-26 17:31:19,Success,UPI,Jaipur,,227.0,1454.0,83.4.160.205,0,,33
998,TXN20260816D61BB106E8C4,123134.97,Debit,2025-10-14 15:19:45,Success,Net Banking,Mumbai,,49.0,985.0,1.42.152.107,0,,26
536,TXN20260816D75C4EA70C7A,159594.11,Credit,2025-10-11 16:37:21,Success,Card,Kolkata,,236.0,405.0,191.156.78.212,0,Normal transaction,69
170,TXN20260816F73CC13E5B5B,136779.61,Credit,2026-03-25 14:39:17,Success,IMPS,Noida,,192.0,1687.0,91.182.53.190,0,,5
553,TXN20260816C741CD4D29E8,146019.28,Transfer,2025-02-17 19:56:05,Success,Card,Kanpur,,,,,0,Regular customer activity,24
1185,TXN202608166B22661FDD2C,16808.69,Refund,2024-01-10 13:17:36,Success,Card,Ahmedabad,,,1093.0,179.59.191.161,0,,33
940,TXN20260816E059CF1AE945,70803.38,Deposit,2024-01-12 00:00:14,Success,IMPS,Hyderabad,,,660.0,145.148.29.92,0,,17
193,TXN202608162CEBC4F2162C,17656.14,Debit,2026-06-22 22:15:11,Success,NEFT,Prayagraj,,,,,0,Normal transaction,34
570,TXN202608163982A3CC820B,240339.85,Withdrawal,2024-05-05 06:13:08,Failed,UPI,Kanpur,,,64.0,47.74.240.92,0,,29
187,TXN20260816C25C4D3FCFA5,62718.21,Credit,2025-01-07 19:51:22,Success,IMPS,Kanpur,,,934.0,78.203.231.228,0,,61
1486,TXN2026081664E3F41964F2,28085.0,Debit,2026-01-31 19:54:55,Success,Net Banking,Mumbai,,119.0,1974.0,18.125.236.248,0,Regular customer activity,9
1108,TXN20260816B66A288CC2D8,126039.6,Withdrawal,2024-07-04 20:34:05,Success,Card,Jaipur,,,1109.0,24.247.195.51,0,Normal transaction,51
544,TXN2026081651D1E4EA7CA9,3457.4,Debit,2025-09-14 23:41:25,Success,UPI,Chennai,,,354.0,155.176.60.39,0,,33
362,TXN20260816B8AEF44FCA88,164140.09,Debit,2025-07-15 01:33:35,Success,IMPS,Mumbai,,,895.0,70.15.206.50,0,,67
1202,TXN20260816767FE2A0000A,217519.62,Debit,2024-01-19 19:19:35,Success,UPI,Kanpur,,178.0,1364.0,175.213.84.116,0,Normal transaction,10
25,TXN202608161DB3C4E2F527,227969.84,Debit,2024-10-10 00:56:24,Success,NEFT,Noida,,37.0,,,0,,12
413,TXN20260816B5DC2A25D576,67258.34,Transfer,2024-11-26 18:43:26,Failed,IMPS,Chennai,,,633.0,38.205.252.63,0,,23
893,TXN20260816150204BC5EC0,119201.62,Deposit,2024-02-27 06:19:49,Success,Cheque,Kanpur,,,,,0,Regular customer activity,13
370,TXN2026081665DEE48833E8,37796.92,Debit,2024-12-28 18:32:51,Success,Cheque,Prayagraj,,52.0,,,0,,20
680,TXN202608168D3FD421B249,190948.4,Debit,2025-07-03 07:09:40,Success,Card,Kolkata,,214.0,1847.0,158.10.163.173,0,,61
1045,TXN202608163CB6C04E7084,218286.07,Debit,2025-04-10 06:48:48,Reversed,UPI,Prayagraj,,112.0,46.0,149.56.148.120,0,Regular customer activity,40
585,TXN20260816A901AD3EB783,119989.45,Credit,2024-01-01 17:39:48,Success,NEFT,Varanasi,,226.0,,,0,,21
341,TXN20260816977506563731,40003.84,Withdrawal,2026-05-21 02:03:57,Failed,UPI,Kanpur,,,,,0,,52
390,TXN2026081678112A959E79,184165.0,Credit,2026-03-22 17:19:04,Success,Card,Pune,,,1518.0,87.5.154.121,0,,13
499,TXN20260816CD18EDA8E0A1,26796.5,Debit,2025-01-21 04:09:34,Success,IMPS,Delhi,,,1328.0,223.208.183.242,0,Normal transaction,12
606,TXN2026081690211C32113A,74703.11,Refund,2026-05-13 09:44:58,Success,IMPS,Chennai,,,1693.0,90.77.139.117,0,,14
1151,TXN20260816BD17D962963D,155658.52,Debit,2025-12-17 00:46:37,Success,UPI,Kanpur,,136.0,87.0,82.237.233.6,0,Normal transaction,20
70,TXN202608161E1F21E347B5,175706.51,Debit,2025-01-12 00:00:37,Success,IMPS,Kanpur,,165.0,1868.0,174.9.153.10,0,,32
541,TXN2026081663B9B2CB49F1,187153.46,Refund,2025-11-16 07:16:01,Success,Card,Prayagraj,,30.0,,,0,,30
1401,TXN20260816D8868EF4BBD3,148873.46,Debit,2024-07-24 08:54:58,Success,UPI,Gurgaon,,,725.0,124.49.125.135,0,,13
952,TXN20260816C2E1CE7E17AC,120279.69,Transfer,2024-03-26 05:25:51,Success,IMPS,Prayagraj,635.0,,1714.0,158.165.251.234,0,,64
1121,TXN202608168556DF59FFC9,148206.7,Transfer,2025-06-13 00:22:15,Success,IMPS,Lucknow,,,1596.0,113.35.186.60,1,Potential fraud detected,99
1054,TXN20260816544AE5845067,184679.15,Refund,2024-12-15 11:03:21,Success,Cash,Kanpur,,224.0,,,0,Transaction completed successfully,3
10,TXN20260816A1248339CF57,174947.13,Debit,2024-10-26 21:02:31,Success,Card,Delhi,,172.0,481.0,84.90.214.225,0,Regular customer activity,4
184,TXN20260816CFED881011FF,106768.9,Debit,2025-08-01 20:25:21,Success,IMPS,Prayagraj,,143.0,933.0,37.194.51.132,0,,40
284,TXN202608160B6459D39C4D,212944.77,Debit,2025-08-06 19:35:48,Success,IMPS,Bangalore,,202.0,1764.0,67.244.38.1,0,,3
701,TXN202608163F7628B7A61F,238829.58,Debit,2024-10-25 04:13:24,Pending,UPI,Gurgaon,,125.0,393.0,162.223.105.208,0,,65
1381,TXN20260816A87AE2BF4079,153411.93,Debit,2025-10-28 06:19:44,Pending,IMPS,Prayagraj,,269.0,1409.0,163.33.36.105,0,,18
